1, 7
7, 1
2, 5
5, 2
3, 7
7, 3
3, 8
8, 3
4, 6
6, 4
5, 12
12, 5
6, 11
11, 6
7, 9
9, 7
8, 10
10, 8
9, 13
13, 9
9, 14
14, 9
10, 13
13, 10
10, 14
14, 10
10, 15
15, 10
12, 13
13, 12
16, 19
19, 16
17, 20
20, 17
17, 27
27, 17
18, 19
19, 18
18, 25
25, 18
19, 24
24, 19
20, 23
23, 20
21, 22
22, 21
22, 23
23, 22
22, 24
24, 22
25, 26
26, 25
26, 28
28, 26
26, 29
29, 26
27, 30
30, 27
31, 36
36, 31
33, 35
35, 33
33, 38
38, 33
34, 35
35, 34
35, 39
39, 35
36, 37
37, 36
37, 42
42, 37
38, 39
39, 38
38, 40
40, 38
39, 43
43, 39
40, 41
41, 40
42, 44
44, 42
43, 45
45, 43
46, 51
51, 46
47, 51
51, 47
47, 52
52, 47
47, 54
54, 47
48, 50
50, 48
49, 50
50, 49
49, 51
51, 49
49, 54
54, 49
50, 53
53, 50
50, 55
55, 50
51, 53
53, 51
52, 55
55, 52
54, 55
55, 54
54, 56
56, 54
55, 57
57, 55
56, 57
57, 56
56, 58
58, 56
57, 59
59, 57
58, 60
60, 58
61, 67
67, 61
62, 66
66, 62
63, 65
65, 63
63, 66
66, 63
64, 66
66, 64
65, 69
69, 65
66, 68
68, 66
67, 70
70, 67
68, 71
71, 68
69, 71
71, 69
70, 72
72, 70
71, 75
75, 71
72, 73
73, 72
72, 74
74, 72
76, 80
80, 76
77, 80
80, 77
77, 81
81, 77
78, 80
80, 78
79, 80
80, 79
79, 81
81, 79
79, 82
82, 79
81, 84
84, 81
82, 83
83, 82
83, 86
86, 83
84, 85
85, 84
85, 87
87, 85
85, 88
88, 85
86, 87
87, 86
86, 89
89, 86
88, 90
90, 88
89, 90
90, 89
91, 95
95, 91
92, 96
96, 92
93, 94
94, 93
93, 95
95, 93
94, 98
98, 94
95, 97
97, 95
96, 98
98, 96
97, 101
101, 97
98, 99
99, 98
98, 101
101, 98
99, 100
100, 99
99, 102
102, 99
100, 103
103, 100
101, 102
102, 101
102, 104
104, 102
102, 105
105, 102
106, 110
110, 106
106, 112
112, 106
107, 112
112, 107
108, 111
111, 108
109, 111
111, 109
110, 116
116, 110
111, 114
114, 111
112, 113
113, 112
112, 115
115, 112
113, 119
119, 113
113, 120
120, 113
114, 117
117, 114
115, 117
117, 115
115, 119
119, 115
116, 118
118, 116
121, 125
125, 121
122, 124
124, 122
122, 126
126, 122
122, 134
134, 122
123, 124
124, 123
124, 127
127, 124
125, 128
128, 125
126, 128
128, 126
126, 129
129, 126
127, 131
131, 127
128, 130
130, 128
129, 130
130, 129
129, 132
132, 129
130, 135
135, 130
131, 133
133, 131
132, 133
133, 132
132, 135
135, 132
136, 140
140, 136
137, 140
140, 137
138, 140
140, 138
138, 141
141, 138
139, 142
142, 139
141, 143
143, 141
142, 144
144, 142
142, 145
145, 142
143, 146
146, 143
143, 147
147, 143
143, 148
148, 143
143, 149
149, 143
144, 146
146, 144
145, 146
146, 145
145, 148
148, 145
147, 150
150, 147
149, 150
150, 149
