2, 6
6, 2
3, 6
6, 3
4, 5
5, 4
5, 7
7, 5
5, 10
10, 5
6, 8
8, 6
6, 9
9, 6
7, 11
11, 7
9, 11
11, 9
12, 17
17, 12
13, 17
17, 13
14, 18
18, 14
15, 16
16, 15
16, 19
19, 16
17, 20
20, 17
18, 21
21, 18
21, 22
22, 21
23, 28
28, 23
25, 27
27, 25
25, 28
28, 25
26, 28
28, 26
26, 29
29, 26
27, 31
31, 27
27, 32
32, 27
28, 30
30, 28
29, 30
30, 29
29, 31
31, 29
32, 33
33, 32
35, 38
38, 35
37, 39
39, 37
38, 40
40, 38
39, 41
41, 39
39, 42
42, 39
40, 44
44, 40
41, 43
43, 41
42, 43
43, 42
42, 44
44, 42
45, 50
50, 45
46, 49
49, 46
47, 50
50, 47
48, 51
51, 48
50, 52
52, 50
51, 52
52, 51
51, 53
53, 51
53, 54
54, 53
53, 55
55, 53
57, 60
60, 57
58, 65
65, 58
59, 62
62, 59
60, 64
64, 60
61, 63
63, 61
62, 66
66, 62
63, 64
64, 63
63, 66
66, 63
65, 66
66, 65
67, 73
73, 67
68, 69
69, 68
69, 74
74, 69
70, 71
71, 70
71, 75
75, 71
74, 77
77, 74
75, 76
76, 75
78, 82
82, 78
79, 81
81, 79
80, 81
81, 80
80, 82
82, 80
81, 84
84, 81
82, 83
83, 82
83, 85
85, 83
84, 85
85, 84
85, 86
86, 85
86, 87
87, 86
86, 88
88, 86
89, 92
92, 89
90, 93
93, 90
91, 92
92, 91
91, 94
94, 91
92, 95
95, 92
93, 96
96, 93
93, 97
97, 93
94, 95
95, 94
94, 98
98, 94
97, 99
99, 97
98, 99
99, 98
100, 104
104, 100
100, 105
105, 100
100, 107
107, 100
101, 105
105, 101
102, 105
105, 102
102, 106
106, 102
102, 107
107, 102
103, 104
104, 103
104, 109
109, 104
105, 108
108, 105
106, 108
108, 106
106, 110
110, 106
107, 109
109, 107
107, 110
110, 107
