1, 7
7, 1
1, 9
9, 1
3, 8
8, 3
4, 7
7, 4
5, 6
6, 5
5, 8
8, 5
6, 11
11, 6
7, 10
10, 7
7, 11
11, 7
8, 12
12, 8
9, 11
11, 9
9, 12
12, 9
9, 13
13, 9
14, 18
18, 14
15, 19
19, 15
16, 19
19, 16
17, 19
19, 17
17, 20
20, 17
17, 21
21, 17
18, 23
23, 18
19, 22
22, 19
20, 22
22, 20
20, 24
24, 20
20, 25
25, 20
21, 23
23, 21
21, 24
24, 21
21, 25
25, 21
24, 26
26, 24
25, 26
26, 25
28, 32
32, 28
29, 31
31, 29
30, 32
32, 30
30, 33
33, 30
31, 34
34, 31
32, 36
36, 32
33, 35
35, 33
33, 37
37, 33
35, 38
38, 35
35, 39
39, 35
36, 38
38, 36
37, 38
38, 37
37, 39
39, 37
41, 45
45, 41
42, 44
44, 42
43, 44
44, 43
44, 46
46, 44
44, 47
47, 44
45, 46
46, 45
46, 48
48, 46
46, 49
49, 46
46, 50
50, 46
47, 49
49, 47
47, 50
50, 47
49, 51
51, 49
49, 52
52, 49
50, 51
51, 50
50, 52
52, 50
53, 56
56, 53
53, 59
59, 53
54, 58
58, 54
54, 60
60, 54
54, 61
61, 54
55, 56
56, 55
57, 60
60, 57
58, 64
64, 58
59, 63
63, 59
60, 62
62, 60
61, 62
62, 61
61, 64
64, 61
62, 65
65, 62
64, 65
65, 64
67, 69
69, 67
68, 71
71, 68
69, 72
72, 69
70, 71
71, 70
71, 72
72, 71
71, 73
73, 71
72, 75
75, 72
73, 74
74, 73
73, 76
76, 73
74, 78
78, 74
75, 77
77, 75
76, 77
77, 76
76, 78
78, 76
79, 82
82, 79
80, 84
84, 80
81, 85
85, 81
82, 86
86, 82
82, 87
87, 82
82, 89
89, 82
83, 84
84, 83
84, 88
88, 84
85, 86
86, 85
86, 90
90, 86
87, 90
90, 87
88, 91
91, 88
89, 90
90, 89
93, 94
94, 93
94, 97
97, 94
94, 98
98, 94
95, 96
96, 95
96, 97
97, 96
96, 99
99, 96
96, 100
100, 96
97, 102
102, 97
98, 101
101, 98
99, 102
102, 99
100, 101
101, 100
100, 102
102, 100
101, 103
103, 101
101, 104
104, 101
105, 107
107, 105
105, 110
110, 105
106, 107
107, 106
107, 111
111, 107
108, 109
109, 108
108, 110
110, 108
109, 112
112, 109
109, 113
113, 109
111, 116
116, 111
112, 115
115, 112
113, 114
114, 113
113, 115
115, 113
115, 117
117, 115
118, 121
121, 118
119, 121
121, 119
119, 122
122, 119
120, 123
123, 120
121, 125
125, 121
122, 124
124, 122
124, 127
127, 124
125, 126
126, 125
125, 129
129, 125
127, 128
128, 127
129, 130
130, 129
