1, 5
5, 1
2, 9
9, 2
3, 6
6, 3
3, 7
7, 3
4, 6
6, 4
4, 7
7, 4
6, 8
8, 6
7, 8
8, 7
13, 15
15, 13
14, 16
16, 14
15, 17
17, 15
16, 17
17, 16
17, 18
18, 17
18, 19
19, 18
19, 20
20, 19
21, 27
27, 21
23, 26
26, 23
24, 26
26, 24
24, 28
28, 24
25, 26
26, 25
25, 27
27, 25
25, 28
28, 25
25, 29
29, 25
29, 30
30, 29
31, 34
34, 31
32, 35
35, 32
33, 34
34, 33
33, 35
35, 33
34, 37
37, 34
34, 38
38, 34
35, 36
36, 35
37, 39
39, 37
38, 39
39, 38
38, 40
40, 38
41, 45
45, 41
41, 48
48, 41
42, 45
45, 42
42, 47
47, 42
43, 48
48, 43
43, 49
49, 43
43, 50
50, 43
44, 47
47, 44
44, 50
50, 44
46, 47
47, 46
46, 50
50, 46
51, 56
56, 51
52, 57
57, 52
52, 58
58, 52
53, 56
56, 53
54, 55
55, 54
56, 60
60, 56
57, 59
59, 57
58, 59
59, 58
61, 67
67, 61
62, 65
65, 62
64, 66
66, 64
64, 67
67, 64
64, 68
68, 64
65, 70
70, 65
66, 70
70, 66
67, 69
69, 67
68, 69
69, 68
71, 74
74, 71
72, 74
74, 72
72, 75
75, 72
72, 77
77, 72
73, 75
75, 73
74, 78
78, 74
75, 78
78, 75
76, 77
77, 76
77, 79
79, 77
77, 80
80, 77
81, 85
85, 81
82, 84
84, 82
83, 85
85, 83
83, 86
86, 83
84, 89
89, 84
85, 88
88, 85
86, 90
90, 86
91, 95
95, 91
93, 95
95, 93
93, 97
97, 93
94, 96
96, 94
95, 99
99, 95
96, 98
98, 96
97, 99
99, 97
98, 100
100, 98
99, 100
100, 99
