1, 6
6, 1
2, 6
6, 2
2, 7
7, 2
3, 5
5, 3
4, 5
5, 4
4, 7
7, 4
5, 8
8, 5
6, 9
9, 6
7, 8
8, 7
7, 10
10, 7
8, 11
11, 8
10, 11
11, 10
10, 12
12, 10
13, 15
15, 13
13, 16
16, 13
15, 17
17, 15
16, 17
17, 16
16, 19
19, 16
17, 20
20, 17
19, 20
20, 19
20, 21
21, 20
21, 22
22, 21
22, 23
23, 22
22, 24
24, 22
25, 28
28, 25
26, 29
29, 26
27, 28
28, 27
27, 29
29, 27
27, 30
30, 27
28, 32
32, 28
29, 31
31, 29
30, 31
31, 30
30, 32
32, 30
30, 33
33, 30
31, 35
35, 31
32, 35
35, 32
33, 34
34, 33
34, 36
36, 34
35, 36
36, 35
37, 40
40, 37
37, 44
44, 37
38, 42
42, 38
39, 43
43, 39
41, 43
43, 41
42, 47
47, 42
44, 45
45, 44
45, 48
48, 45
49, 54
54, 49
50, 53
53, 50
51, 52
52, 51
52, 56
56, 52
53, 57
57, 53
54, 55
55, 54
55, 60
60, 55
56, 58
58, 56
56, 60
60, 56
57, 59
59, 57
61, 65
65, 61
61, 66
66, 61
63, 65
65, 63
64, 65
65, 64
64, 66
66, 64
64, 67
67, 64
65, 68
68, 65
67, 68
68, 67
67, 69
69, 67
69, 70
70, 69
69, 71
71, 69
70, 72
72, 70
73, 77
77, 73
75, 76
76, 75
76, 79
79, 76
77, 78
78, 77
78, 80
80, 78
79, 81
81, 79
79, 82
82, 79
80, 83
83, 80
81, 83
83, 81
81, 84
84, 81
82, 84
84, 82
85, 89
89, 85
85, 91
91, 85
86, 91
91, 86
87, 89
89, 87
87, 92
92, 87
88, 90
90, 88
89, 94
94, 89
90, 93
93, 90
91, 95
95, 91
93, 96
96, 93
97, 100
100, 97
98, 102
102, 98
99, 101
101, 99
100, 104
104, 100
102, 103
103, 102
102, 105
105, 102
103, 106
106, 103
104, 107
107, 104
105, 106
106, 105
105, 108
108, 105
109, 112
112, 109
110, 114
114, 110
111, 112
112, 111
111, 113
113, 111
112, 117
117, 112
113, 115
115, 113
114, 118
118, 114
115, 119
119, 115
118, 120
120, 118
